assignmentName,className,type,time
Nicholas Hudson,ANTHY611,Quiz,2024-01-17 06:00:00
Christopher Hunt,ANTHY611,Test,2024-01-18 16:00:00
Nancy Smith,ENGME179,Quiz,2024-01-07 14:00:00
Kathryn Rivera,ENGME179,Assignment,2024-05-14 22:00:00
Jordan Clark,ENGME179,Test,2024-04-18 20:00:00
George Zimmerman,GEOGY262,Quiz,2024-01-13 01:00:00
Monica Travis,FOUND517,Test,2024-02-12 14:00:00
Julia Johnson,FOUND517,Assignment,2024-02-29 00:00:00
Haley Miller,STATS707,Quiz,2024-04-06 12:00:00
Nicholas Miller,FOUND690,Test,2024-04-24 10:00:00
Peter Adkins,AQCUL271,Quiz,2024-01-25 21:00:00
Sean Thompson,AQCUL271,Assignment,2024-02-03 11:00:00
Jessica West,PSYCH189,Test,2024-02-26 02:00:00
Adam Wagner,PSYCH189,Quiz,2024-04-09 12:00:00
Jason Castro,DATAA820,Quiz,2024-04-02 00:00:00
Todd Barnes,INTLC397,Assignment,2024-04-04 10:00:00
Grant Petty,INTLC397,Quiz,2024-01-15 09:00:00
Tonya Cruz,EDSOC378,Quiz,2024-01-06 17:00:00
Joanne Mann,EARTH752,Quiz,2024-04-03 19:00:00
William Reeves,WGSTS282,Quiz,2024-03-31 10:00:00
Nancy Howard,WGSTS282,Test,2024-03-21 02:00:00
Emily Griffith,COMMS669,Assignment,2024-05-12 03:00:00
Hunter Johnson,ENGCV179,Assignment,2024-04-18 08:00:00
Gabriela Johnson,ENGCV179,Test,2024-01-19 15:00:00
Jaclyn Moss,ENGCV179,Quiz,2024-05-27 07:00:00
Connor Holland,THSTS243,Test,2024-01-10 12:00:00
Charles Miller,HTHPR707,Quiz,2024-05-14 03:00:00
Angela Lowe,PHILO951,Quiz,2024-04-30 12:00:00
Jeffrey Morris,ENGCV812,Quiz,2024-05-02 12:00:00
Cynthia Martin,ENGCV812,Test,2024-05-10 08:00:00
Miss Rachel Rogers,ENGCV812,Test,2024-05-23 21:00:00
Morgan Howard,ARTSW682,Quiz,2024-03-14 23:00:00
Kirsten King,ARTSW682,Assignment,2024-05-04 21:00:00
Gloria Peterson,CRSCI208,Test,2024-02-21 04:00:00
Brenda Jackson,CRSCI208,Assignment,2024-04-28 12:00:00
David Ford,KOREA903,Test,2024-03-16 08:00:00
Charles Fuller,KOREA903,Test,2024-05-10 14:00:00
Charles Sutton,KOREA903,Quiz,2024-04-20 07:00:00
Rebecca Moon,SCTED806,Assignment,2024-03-27 01:00:00
Kristen Choi,DATAA966,Quiz,2024-01-27 19:00:00
Sara Hale,DATAA966,Quiz,2024-02-28 06:00:00
Michelle Miller,DATAA966,Quiz,2024-02-08 12:00:00
Connor Jacobson,AIMLX262,Test,2024-01-02 11:00:00
Martin Ward,BUSAN806,Test,2024-05-01 23:00:00
Joe Dudley,BUSAN806,Quiz,2024-01-28 10:00:00
Tanya Mendez,ENTIN611,Assignment,2024-01-23 01:00:00
Brian Gibson,MUSIC537,Quiz,2024-05-12 00:00:00
Margaret Estrada,MUSIC537,Test,2024-02-06 04:00:00
Stephanie Anderson,MGSUS282,Assignment,2024-03-21 18:00:00
Melissa Higgins,SCIED812,Quiz,2024-05-12 18:00:00
Danny Smith,SCIED812,Assignment,2024-02-26 19:00:00
Eric Walter,ENGEE282,Quiz,2024-03-08 02:00:00
Melissa Carrillo,ENGEE282,Test,2024-03-02 21:00:00
Robert Hall,APHYS682,Assignment,2024-03-26 08:00:00
Barbara Green,APHYS682,Quiz,2024-02-24 19:00:00
Joseph Levy,APHYS682,Assignment,2024-05-18 08:00:00
Tiffany Rasmussen,INTLC614,Assignment,2024-04-01 17:00:00
Debbie Duncan,ENGCB262,Assignment,2024-05-27 05:00:00
Alec James,ENGCB262,Test,2024-04-03 10:00:00
Sara Turner,ENVSC690,Test,2024-05-24 05:00:00
Darryl Rogers,ENVSC690,Test,2024-01-03 09:00:00
Stephanie Keller,MATHS669,Test,2024-03-04 15:00:00
Sarah Ritter,PHYSC903,Assignment,2024-04-10 20:00:00
Colin Bennett,PHYSC903,Quiz,2024-01-27 16:00:00
Marcus Terry,STATS271,Test,2024-04-11 15:00:00
Robert Simpson,STATS271,Test,2024-05-01 03:00:00
Alexandria Waller,STATS271,Assignment,2024-02-21 02:00:00
William Guerrero,FOUND752,Assignment,2024-03-19 03:00:00
Jennifer Dyer,ENGME397,Test,2024-03-28 10:00:00
Lisa Bailey,ENGME397,Assignment,2024-01-16 15:00:00
Cassandra Gallegos,ENGME397,Assignment,2024-01-27 13:00:00
Amy Osborne,MRKTG611,Quiz,2024-03-28 18:00:00
Christopher Thompson,EDUCA397,Assignment,2024-04-15 03:00:00
Jonathan Williams,SPNSH752,Test,2024-04-08 04:00:00
Mr. Marc Williams DDS,SPNSH752,Quiz,2024-04-02 11:00:00
Paul Le,SPNSH752,Assignment,2024-05-10 21:00:00
Kristen Flores,DIGIB903,Quiz,2024-01-12 02:00:00
Emma Montgomery,DIGIB903,Quiz,2024-04-09 10:00:00
Kelly Norman,DIGIB903,Assignment,2024-03-07 05:00:00
Barbara Gonzales,FOUND707,Assignment,2024-03-24 07:00:00
Ann Jones,FOUND707,Assignment,2024-04-12 23:00:00
Ryan Conner,FOUND707,Quiz,2024-03-30 16:00:00
Tara Rush,DLRNG179,Assignment,2024-03-28 18:00:00
Dennis Garcia,TOEDR867,Assignment,2024-03-23 16:00:00
Eric Vazquez,CMYHE707,Assignment,2024-04-09 17:00:00
Ronnie Sanford,DIGIB282,Quiz,2024-04-17 17:00:00
Margaret Barrera,DIGIB282,Quiz,2024-02-21 05:00:00
Jacob Garcia,COMMS951,Assignment,2024-02-26 05:00:00
Tammy Henderson,LABST903,Quiz,2024-05-04 03:00:00
Randy Gutierrez,LABST903,Quiz,2024-01-05 02:00:00
Charlene Morris,IRSST680,Assignment,2024-05-24 23:00:00
Emily Jones,ARTSW806,Assignment,2024-02-09 15:00:00
Diana Christensen,ARTSW806,Quiz,2024-02-25 09:00:00
Collin Bass,TEEDU867,Assignment,2024-01-28 01:00:00
Jonathan Kelly,TEEDU867,Assignment,2024-05-12 13:00:00
Michelle Casey,ENGEE208,Test,2024-02-25 01:00:00
Thomas Ross,ENGEE208,Quiz,2024-02-16 13:00:00
Brian Vargas,ENGEE208,Quiz,2024-03-31 00:00:00
Juan Henry,ENVSC966,Test,2024-04-17 12:00:00
John Johnson,ENVSC966,Assignment,2024-05-22 00:00:00
Kylie Moses,ENVSC966,Assignment,2024-04-13 22:00:00
Kenneth Miller,PUBRL903,Quiz,2024-04-12 16:00:00
Anita Davidson,PUBRL903,Assignment,2024-05-12 20:00:00
Joan Brown,PUBRL903,Assignment,2024-04-16 02:00:00
Karen Sanchez,EXCOR951,Assignment,2024-01-08 14:00:00
Stephanie Acosta,EXCOR951,Quiz,2024-03-03 02:00:00
Joseph Armstrong,INDIP669,Quiz,2024-01-03 16:00:00
Anthony Jacobs,INDIP669,Test,2024-05-19 21:00:00
Shelly Weiss,INDIP669,Test,2024-04-30 03:00:00
Lindsey Stafford,STATS966,Quiz,2024-05-09 18:00:00
Dr. Catherine Sanchez,STATS966,Quiz,2024-03-31 09:00:00
Joshua Willis,STATS966,Test,2024-05-14 04:00:00
Adam Kramer,LINGS903,Test,2024-05-02 20:00:00
Madison Chen,LINGS903,Quiz,2024-04-07 06:00:00
Samantha Adams,LINGS903,Assignment,2024-02-05 03:00:00
James Parker,EDUCA806,Assignment,2024-02-27 11:00:00
Brendan Holt,EDUCA806,Test,2024-03-25 07:00:00
Tamara Chavez,ARTSC208,Quiz,2024-03-01 02:00:00
Kayla Edwards,ARTSC208,Assignment,2024-01-14 06:00:00
Cynthia Hernandez,ARTSC208,Assignment,2024-01-14 06:00:00
Claire Keller,TWEDR179,Test,2024-05-14 14:00:00
Christopher Smith,DIGIB466,Quiz,2024-01-17 02:00:00
Nicole Valencia,DIGIB466,Assignment,2024-02-03 09:00:00
Kayla Farmer,DIGIB466,Quiz,2024-02-11 22:00:00
Ruben Lane,EVSOC466,Assignment,2024-01-27 09:00:00
Sandra Peterson,EVSOC466,Assignment,2024-01-16 04:00:00
Nicholas Anderson MD,EVSOC466,Test,2024-01-23 12:00:00
Benjamin Garner,SOCPY806,Test,2024-04-30 05:00:00
Jesse Chan,SOCPY806,Test,2024-04-03 05:00:00
Briana Anderson,LEGAL243,Test,2024-04-10 17:00:00
Bailey Carter,LLTED614,Quiz,2024-01-19 19:00:00
Laura Benson,LLTED614,Assignment,2024-02-03 17:00:00
Sarah Boyd,LLTED614,Test,2024-01-08 04:00:00
Dean Goodwin,TWEDR752,Test,2024-04-29 13:00:00
Catherine Nash,TWEDR752,Quiz,2024-05-02 22:00:00
Ariel Harmon,TWEDR752,Assignment,2024-04-16 20:00:00
Molly Freeman,PRMGT282,Assignment,2024-01-02 15:00:00
Thomas Lewis,PRMGT282,Quiz,2024-04-08 06:00:00
William Jones,MAORI680,Quiz,2024-05-15 18:00:00
Kerry Cole,SPNSH867,Quiz,2024-05-14 16:00:00
Rebecca Soto,ENVSC189,Assignment,2024-05-18 02:00:00
Leah Long,LLTED669,Test,2024-02-21 07:00:00
Dominique Kramer,LLTED669,Test,2024-05-13 03:00:00
Joseph Walsh,LLTED669,Test,2024-05-19 23:00:00
Tiffany Bautista,BIOMD752,Test,2024-01-29 03:00:00
Samantha Vazquez,BIOMD752,Quiz,2024-01-25 17:00:00
Laura Madden,ENVSC254,Test,2024-01-28 15:00:00
Stephen Hunt,LCOMM680,Test,2024-04-02 05:00:00
Jamie Chaney,JAPAN966,Quiz,2024-03-03 00:00:00
Michael Jones,JAPAN966,Quiz,2024-02-07 20:00:00
Aaron Kim,JAPAN966,Test,2024-01-16 21:00:00
Christina Martinez,HUMRI707,Test,2024-05-17 13:00:00
Antonio Thomas,APPLN951,Quiz,2024-02-17 09:00:00
Megan Medina,APPLN951,Test,2024-02-18 10:00:00
Bradley Martinez,APPLN951,Quiz,2024-03-05 20:00:00
Nicholas Hernandez,FPSYC966,Quiz,2024-02-24 03:00:00
Kara Hale,TWEDR254,Quiz,2024-01-07 07:00:00
Nancy James,MUSIC254,Test,2024-03-14 00:00:00
Dennis Hughes PhD,MUSIC254,Test,2024-03-28 07:00:00
Steven Evans,MUSIC254,Test,2024-04-24 02:00:00
Kelly Jackson,KOREA208,Quiz,2024-02-08 09:00:00
Kimberly Mendez,KOREA208,Quiz,2024-04-12 08:00:00
Jennifer May,KOREA208,Quiz,2024-04-22 10:00:00
Hector Taylor,DINST903,Quiz,2024-01-05 20:00:00
Douglas Freeman,DINST903,Quiz,2024-05-17 20:00:00
Robert Miller,BIOMO282,Test,2024-02-08 10:00:00
Lisa Boone,BIOMO282,Quiz,2024-01-24 06:00:00
Mark Kline,BIOMO282,Quiz,2024-03-15 08:00:00
Sara Smith,TEEDU682,Test,2024-01-17 19:00:00
Dustin Smith,TEEDU682,Assignment,2024-03-10 07:00:00
Edwin James,TEEDU682,Quiz,2024-04-20 16:00:00
Howard Brooks,FPSYC271,Test,2024-03-04 18:00:00
Robin Estrada,FPSYC271,Quiz,2024-05-16 04:00:00
Alexa Macias,ANTHY680,Test,2024-04-23 15:00:00
Michael Cox,POLCY179,Test,2024-03-29 05:00:00
Michael Hull,POLCY179,Assignment,2024-04-17 03:00:00
Teresa Anderson,POLCY179,Test,2024-02-17 06:00:00
Michael Bailey,TEEDU680,Test,2024-04-01 20:00:00
Christopher Johnson,EXCOR282,Assignment,2024-05-23 14:00:00
Stacy Davenport PhD,EXCOR282,Test,2024-01-25 06:00:00
Cynthia Bennett,ADLNG397,Quiz,2024-01-03 14:00:00
Ashley Martinez,ADLNG397,Test,2024-03-13 04:00:00
Alison Thomas,EDART690,Test,2024-02-05 10:00:00
Micheal Phillips,EDART690,Quiz,2024-01-28 00:00:00
Patrick Johns,DINST378,Assignment,2024-03-16 11:00:00
Justin Rose,DINST378,Test,2024-04-22 04:00:00
Alexander Higgins,DINST378,Assignment,2024-02-20 00:00:00
Glenn Larson,SOCIO669,Quiz,2024-02-12 04:00:00
Mark Lawson,SOCIO669,Quiz,2024-02-25 23:00:00
Daniel Beltran,SOCIO669,Test,2024-02-04 01:00:00
Debra Marshall,ARTSW966,Test,2024-05-24 03:00:00
Jo Norman,FOUND966,Quiz,2024-02-26 20:00:00
Laura Gentry,FOUND966,Assignment,2024-02-28 06:00:00
James Parker,FOUND966,Test,2024-03-30 14:00:00
Brandon Callahan,EXMBM262,Test,2024-03-03 21:00:00
Brittany Rodriguez,EXMBM262,Test,2024-05-06 19:00:00
Annette Taylor,EXMBM262,Quiz,2024-05-06 04:00:00
Adam Waters,GLOBE614,Quiz,2024-01-31 07:00:00
Dawn Rodgers,GLOBE614,Assignment,2024-02-12 04:00:00
Raymond Henderson,GLOBE614,Test,2024-01-03 20:00:00
Savannah Hernandez,LEADR397,Test,2024-03-06 22:00:00
Tanya Russell,LEADR397,Quiz,2024-03-12 12:00:00
Jordan Bryant,FPSYC925,Assignment,2024-04-05 09:00:00
Joshua Smith,EDLED966,Test,2024-04-06 21:00:00
Clarence Tanner,LEGAL925,Assignment,2024-02-19 15:00:00
Kevin Parker,LEGAL925,Quiz,2024-05-04 22:00:00
Gerald Price,LEGAL925,Test,2024-01-08 04:00:00
Jack Lee,POLCY806,Quiz,2024-03-02 17:00:00
Michael Hernandez,POLCY806,Test,2024-03-16 08:00:00
Raymond Lewis,LINGS179,Assignment,2024-01-19 23:00:00
Michael Wilson,LINGS179,Test,2024-01-24 02:00:00
Anna Mendoza,LINGS179,Assignment,2024-03-26 12:00:00
Austin Reilly,ECONS243,Assignment,2024-05-04 19:00:00
Steven Pena,ECONS243,Test,2024-03-03 04:00:00
Mallory Clark,FINAN537,Test,2024-04-24 20:00:00
Mark Ray,FINAN537,Quiz,2024-02-04 09:00:00
Michelle Smith,FINAN537,Assignment,2024-05-19 14:00:00
Tammy Gray,ENSLA208,Assignment,2024-05-02 15:00:00
Emily Cox,ENSLA208,Quiz,2024-02-07 04:00:00
Jared Garrett,ENSLA208,Assignment,2024-04-09 00:00:00
David Lopez,FOUND282,Test,2024-01-24 05:00:00
Anna Deleon,LCOMM271,Quiz,2024-02-15 11:00:00
Nathan Davis,LCOMM271,Assignment,2024-02-06 18:00:00
Shawn Morris,KOREA690,Test,2024-02-18 17:00:00
Ronnie Williams,KOREA690,Quiz,2024-01-27 05:00:00
Cheryl Simmons,KOREA690,Assignment,2024-04-28 22:00:00
Evan Thomas,AQCUL820,Test,2024-04-22 02:00:00
Edward Morris Jr.,IRSST537,Test,2024-03-22 20:00:00
Ashley Strickland DDS,MTHED669,Quiz,2024-04-27 14:00:00
Kimberly Smith,MTHED669,Assignment,2024-05-20 06:00:00
Elizabeth Li,MTHED669,Assignment,2024-01-02 21:00:00
Jesse Williams,THSTS806,Quiz,2024-02-16 19:00:00
Jennifer Johnson,THSTS806,Quiz,2024-05-18 01:00:00
James Butler,JAPAN951,Quiz,2024-03-23 16:00:00
Michelle Lyons,MGSUS517,Quiz,2024-01-02 07:00:00
Jesse Reese,MGSUS517,Test,2024-03-02 00:00:00
Troy Obrien,MGSUS517,Test,2024-01-18 10:00:00
Elizabeth Summers,TEACH925,Test,2024-03-17 16:00:00
Stephanie Jenkins,TEACH925,Test,2024-03-13 06:00:00
John Sanchez,TEACH925,Assignment,2024-04-14 17:00:00
Colin Mcdaniel,LLTED925,Assignment,2024-04-28 12:00:00
Scott White,AIMLX966,Test,2024-02-27 19:00:00
Michael Davis,AIMLX966,Test,2024-05-21 11:00:00
Kevin Knight,AIMLX966,Test,2024-03-24 03:00:00
Ashley Mckenzie,MTHED262,Assignment,2024-05-25 22:00:00
Donald Rosario,ENGCV806,Assignment,2024-01-13 02:00:00
Kimberly Williams,ENGCV806,Assignment,2024-04-11 00:00:00
Monica Livingston,ENGCV806,Test,2024-03-01 06:00:00
Gloria Goodwin,ENVSC614,Quiz,2024-03-05 06:00:00
Tyrone Freeman,ENVSC614,Assignment,2024-02-22 16:00:00
Maria Peters,ENVSC614,Assignment,2024-04-30 22:00:00
Jimmy Nguyen,ENGCV707,Assignment,2024-04-10 07:00:00
Lisa Santiago,ENGCV707,Assignment,2024-02-02 00:00:00
Brandon Brown,ENGCV707,Assignment,2024-01-12 01:00:00
Spencer Johnson,TEEDU614,Assignment,2024-02-18 15:00:00
Kathleen Smith,TEEDU614,Test,2024-05-14 13:00:00
Stephanie Bailey,TEEDU614,Quiz,2024-05-20 05:00:00
Amber Hardin,DIGIB614,Quiz,2024-04-23 22:00:00
Gary Thompson,DIGIB614,Test,2024-03-13 12:00:00
Dominique Jones,DIGIB614,Test,2024-02-05 21:00:00
Zachary Gibson,CHEMY669,Quiz,2024-03-13 17:00:00
Nicole Roberts,TEPRO466,Test,2024-02-18 10:00:00
Kristen Jones,TEPRO466,Quiz,2024-01-06 03:00:00
Karen Bradley,PRMGT243,Assignment,2024-05-02 03:00:00
Terry Nelson,PRMGT243,Quiz,2024-02-28 22:00:00
Jonathan Rogers,HRMGT867,Test,2024-03-19 20:00:00
Tina Thompson,HRMGT867,Assignment,2024-04-22 23:00:00
Morgan Stevens,HRMGT867,Assignment,2024-03-11 22:00:00
Kyle Guerra,HDEVP611,Quiz,2024-01-05 02:00:00
Shelia Jenkins,HDEVP611,Quiz,2024-03-26 07:00:00
Mary Mitchell,HDEVP611,Assignment,2024-03-14 19:00:00
Eric Hayes,AGBUS614,Assignment,2024-02-19 23:00:00
Stacey Walker PhD,AGBUS614,Test,2024-03-20 07:00:00
Christopher Dickson,AGBUS614,Assignment,2024-02-29 17:00:00
Marissa Mills,EARTH690,Quiz,2024-02-11 21:00:00
Angel Moore,EXMBM806,Quiz,2024-04-10 18:00:00
Eric Hunter,EXMBM806,Quiz,2024-04-26 01:00:00
Mrs. Linda Cisneros DVM,EXMBM806,Test,2024-05-16 15:00:00
Jasmine Diaz,AGBUS966,Assignment,2024-01-05 23:00:00
Sarah Miller,SCMGT537,Assignment,2024-05-19 08:00:00
Zachary Miller,DIGIB966,Quiz,2024-04-12 09:00:00
Timothy Bartlett DDS,DIGIB966,Assignment,2024-02-25 04:00:00
Melvin Dorsey,SCTED198,Test,2024-04-24 11:00:00
Kimberly Carter,SCTED198,Quiz,2024-03-02 17:00:00
Emily Jimenez,SCTED198,Test,2024-05-23 20:00:00
Steve Avila,ENVED282,Test,2024-02-11 16:00:00
William Green,ENVED282,Quiz,2024-04-18 21:00:00
Connor Schmidt,WGSTS820,Test,2024-03-07 04:00:00
Joshua Schultz,WGSTS820,Test,2024-05-22 02:00:00
Xavier Brandt,EARTH537,Quiz,2024-03-18 18:00:00
Sandra Ramirez,EARTH537,Test,2024-05-11 21:00:00
Richard Boyd,INMGT271,Assignment,2024-03-15 21:00:00
Russell Neal,MATHS611,Test,2024-02-01 01:00:00
Michael Keller,MATHS611,Assignment,2024-03-21 20:00:00
Brent Mason,LLTED806,Assignment,2024-02-14 07:00:00
Holly Stokes,LLTED806,Test,2024-01-05 15:00:00
Gregory Johnson,LLTED806,Quiz,2024-02-02 22:00:00
Billy Bush,AQCUL752,Quiz,2024-03-02 20:00:00
Brittany Jackson,WRITE189,Test,2024-03-13 23:00:00
Eric Lowe,WRITE189,Test,2024-03-03 05:00:00
Nancy Contreras,WRITE189,Test,2024-05-19 08:00:00
Samantha Hunter,MAOED243,Assignment,2024-01-31 20:00:00
Anthony Ellis,ENGMP903,Assignment,2024-01-05 00:00:00
Brian Lee,ENGMP903,Test,2024-01-03 10:00:00
Christopher Garcia,SPNSH707,Assignment,2024-04-15 06:00:00
David Scott,EXCOR243,Test,2024-01-20 21:00:00
Dana Schaefer,EXCOR243,Test,2024-01-05 18:00:00
Joseph Williams,LCOMM208,Test,2024-05-02 20:00:00
Kelly Mejia,LCOMM208,Quiz,2024-05-19 04:00:00
Mr. Michael Lee,LCOMM208,Test,2024-02-12 16:00:00
Vincent Ford,FINAN254,Quiz,2024-05-18 05:00:00
Cynthia Curtis,FINAN254,Quiz,2024-05-10 04:00:00
Shawn Shaw,FINAN254,Test,2024-05-08 03:00:00
Samantha Clark,ENTIN682,Test,2024-05-23 10:00:00
Kenneth Peters,ENTIN682,Assignment,2024-05-09 18:00:00
Frank Daniels,ENTIN682,Assignment,2024-05-12 07:00:00
Andrew Cervantes,WGSTS611,Quiz,2024-04-03 22:00:00
Veronica Johnson,EXCOR378,Quiz,2024-03-04 06:00:00
Dalton Campbell,KOREA669,Quiz,2024-01-26 12:00:00
Stephanie Stevens MD,KOREA669,Quiz,2024-05-03 02:00:00
Paula Schaefer,KOREA669,Quiz,2024-02-20 15:00:00
Patrick David,ACCTN812,Assignment,2024-02-20 02:00:00
Christie Boyd,ACCTN812,Quiz,2024-04-28 10:00:00
Kenneth Cohen,ACCTN812,Assignment,2024-03-29 07:00:00
Donald Kelly,MARIN690,Quiz,2024-03-05 04:00:00
Emily Rose,MARIN690,Assignment,2024-01-17 06:00:00
Aaron Wheeler,GLOBE397,Quiz,2024-02-10 23:00:00
Sophia Stewart,GLOBE397,Test,2024-04-16 05:00:00
Cody Lee,CRSCI806,Quiz,2024-04-28 19:00:00
Jose Rodriguez,CRSCI806,Test,2024-02-18 06:00:00
Jamie Wagner,TEEDU517,Assignment,2024-01-20 22:00:00
Andrew Graham,TEEDU517,Assignment,2024-04-27 23:00:00
Glenda Murphy,JAPAN611,Test,2024-04-04 04:00:00
Mary Murphy,JAPAN611,Assignment,2024-02-17 15:00:00
Renee Martinez,COMPX903,Quiz,2024-04-15 22:00:00
Christopher Day,COMPX903,Test,2024-05-10 17:00:00
Brandon Ferguson,BUSAN707,Assignment,2024-03-09 10:00:00
Laura Murray,EDSOC682,Test,2024-01-20 20:00:00
Nathaniel Hernandez,EDSOC682,Assignment,2024-03-23 08:00:00
Alvin Henson,APPLN282,Test,2024-04-13 16:00:00
Steven Gardner,APPLN282,Quiz,2024-04-18 05:00:00
Thomas Bailey,ENSLA198,Test,2024-04-27 11:00:00
Brandon Osborne,INDIP614,Quiz,2024-01-27 03:00:00
Eric Higgins,INDIP614,Quiz,2024-04-24 15:00:00
Justin Donaldson,INDIP614,Assignment,2024-02-26 18:00:00
Joseph Rogers,EXMBA466,Quiz,2024-01-22 19:00:00
Juan Wilson,EXMBA466,Test,2024-02-20 11:00:00
Jeffrey Ross,SOCIO925,Quiz,2024-01-19 22:00:00
Joshua Martinez,SOCIO925,Test,2024-04-27 03:00:00
Joseph Johns,SOCIO925,Assignment,2024-03-05 08:00:00
Jessica Gomez,PHYSC806,Quiz,2024-05-15 06:00:00
Sarah Alvarez,PHYSC806,Quiz,2024-02-23 19:00:00
Steven Wilson,PHYSC806,Quiz,2024-01-04 06:00:00
David Underwood,SCTED282,Quiz,2024-02-26 08:00:00
Steven Martin,TWEDR966,Test,2024-02-22 13:00:00
Michael Owens,TWEDR966,Quiz,2024-02-17 08:00:00
Brittany Jones,TWEDR966,Test,2024-03-28 20:00:00
Jacob Moore,ARTSW271,Assignment,2024-01-02 17:00:00
Jessica Rodriguez,ARTSW271,Assignment,2024-01-30 17:00:00
Kristina Hartman,ARTSW271,Assignment,2024-02-04 15:00:00
Ashley Brown,POLCY680,Quiz,2024-03-09 10:00:00
Dominique Davidson,POLCY680,Test,2024-05-01 17:00:00
Brittany Stewart,POLCY680,Assignment,2024-03-03 13:00:00
Jason Rose,SCMGT466,Assignment,2024-01-23 03:00:00
John Cole,SCMGT466,Quiz,2024-02-06 06:00:00
Linda Smith,SCMGT466,Test,2024-03-29 15:00:00
Peter Wilson MD,POLCY378,Quiz,2024-01-03 23:00:00
John Noble,WGSTS669,Test,2024-04-23 04:00:00
Phillip Trevino,WGSTS925,Test,2024-01-20 06:00:00
Ms. Heather Miller DVM,WGSTS925,Assignment,2024-05-26 03:00:00
Tina Winters,WGSTS925,Assignment,2024-04-27 11:00:00
Miguel Downs,SCIED867,Test,2024-03-27 17:00:00
Heather Payne,ENGCV378,Quiz,2024-03-02 04:00:00
Cheryl Chang,LEADR466,Quiz,2024-02-20 22:00:00
Donald Kent,LEADR466,Assignment,2024-05-10 03:00:00
Joseph Flores,LEADR466,Assignment,2024-03-27 02:00:00
Christopher Kelly,IRSST208,Assignment,2024-04-16 02:00:00
Donna Doyle,IRSST208,Assignment,2024-03-14 04:00:00
Benjamin Archer,TOEDR707,Quiz,2024-02-26 19:00:00
Kendra Dougherty,TOEDR707,Assignment,2024-02-04 02:00:00
Meghan Johnson,CAENL397,Quiz,2024-01-01 09:00:00
Mary Frederick,CAENL397,Assignment,2024-01-16 08:00:00
Kristen Richardson,TOEDR752,Test,2024-02-09 21:00:00
Maria Savage,TOEDR752,Test,2024-02-07 18:00:00
Jessica Weeks,TOEDR752,Quiz,2024-02-06 14:00:00
Sharon Buckley,LEADR867,Test,2024-05-01 15:00:00
Steven Mann,LEADR867,Assignment,2024-04-04 07:00:00
Johnny Shields,LEADR867,Quiz,2024-01-10 19:00:00
Veronica Arnold,APHYS669,Quiz,2024-05-13 22:00:00
Bryan Gutierrez,FOUND925,Quiz,2024-01-17 00:00:00
Kevin Rodriguez,EDART282,Test,2024-04-27 00:00:00
Keith Jackson,EDART282,Quiz,2024-02-05 01:00:00
Jordan Peters,EDART282,Quiz,2024-03-01 16:00:00
Sarah Gray,ENVED669,Quiz,2024-03-23 15:00:00
Jessica Palmer,ENVED669,Test,2024-01-14 16:00:00
Cathy Payne,HPSCI271,Test,2024-02-24 02:00:00
Jonathan Smith,HPSCI271,Quiz,2024-03-18 03:00:00
Marilyn Martinez,SCMGT867,Test,2024-04-30 09:00:00
William Coleman,SCMGT867,Quiz,2024-03-21 17:00:00
Zachary Turner,SCMGT867,Quiz,2024-05-01 07:00:00
Amy Ward,BUSAN282,Assignment,2024-02-18 14:00:00
Sean Silva,BUSAN282,Assignment,2024-04-10 08:00:00
Malik Castillo,HPSCI682,Quiz,2024-01-30 10:00:00
Jeanette Spears,HPSCI682,Quiz,2024-04-21 10:00:00
Kevin Morales,AIMLX189,Assignment,2024-05-03 22:00:00
Nathaniel Ryan,AIMLX189,Assignment,2024-03-29 02:00:00
Caleb Sanchez,HDEVP466,Assignment,2024-03-23 20:00:00
Denise Hicks,HDEVP466,Quiz,2024-04-01 19:00:00
Gary Hood,HDEVP466,Test,2024-01-20 04:00:00
Lisa Nunez,MNMGT867,Assignment,2024-02-09 13:00:00
Katherine Brewer MD,MNMGT867,Assignment,2024-01-10 03:00:00
Paul Cobb,MNMGT867,Quiz,2024-05-20 20:00:00
Kayla Edwards,LEGAL282,Assignment,2024-01-30 02:00:00
Amy Johnson,LEGAL282,Quiz,2024-02-14 11:00:00
Marc Wagner,LEGAL282,Quiz,2024-04-17 08:00:00
Randy Donaldson,FOUND243,Quiz,2024-01-08 11:00:00
Michael Johnson,FOUND243,Quiz,2024-04-06 12:00:00
Kristy Caldwell,FOUND243,Assignment,2024-03-04 17:00:00
David Castillo,NURSE198,Quiz,2024-03-18 21:00:00
Raymond Brooks,COMPX812,Assignment,2024-05-04 11:00:00
David Williams,HMDEV903,Test,2024-04-04 18:00:00
Diana Griffith,HMDEV903,Assignment,2024-03-07 22:00:00
Joshua Miller,ENGCV208,Quiz,2024-05-13 18:00:00
Carmen Martin,MGSYS271,Test,2024-04-20 04:00:00
Mike Martin,JAPAN669,Assignment,2024-03-21 03:00:00
Timothy Daugherty,JAPAN669,Test,2024-03-03 13:00:00
Alexis Green,SDCOA611,Assignment,2024-04-16 22:00:00
Brooke Sanders,THSTS208,Assignment,2024-02-16 19:00:00
Jennifer Andersen,THSTS208,Assignment,2024-04-24 22:00:00
Donald Morris,THSTS208,Quiz,2024-01-22 13:00:00
Gail Griffin,PHILO179,Assignment,2024-02-03 22:00:00
Michael Francis,HUMRI179,Quiz,2024-02-29 08:00:00
